Incidente_Tipo;Incidente_ID;FECHA;Incidente_Hora;Incidente_Título;Incidente_Desc;Incidente_Severidad_Real;Incidente_Severidad_Potencial;Incidente_Relación_Laboral;Incidente_Registrabilidad_Desc;Investigación_Obligatoria;Activo_Empresa_Contratista;Vehiculo_Desc;Incidente_UT;Activo_Ubicación_Técnica;Incidente_Lugar;Activo_Descripción;Activo_Patente;Activo_Modelo;Activo_Marca;Activo_ID;Activo_Area;DESC_CLASE_DE_DAÑO_VEHICULAR;INCIDENTE_CONSECUENCIA_POTENCIAL;INCIDENTE_PRECURSOR;Incidente_ReglaOro;SEGMENTO;UBIC_TECNICA_NIVEL1;UBIC_TECNICA_NIVEL2;UBIC_TECNICA_NIVEL3;Función;Gerencia;SECTOR;SUBSECTOR;Incidente_ZZLATITUD_GMS_GRAD;Incidente_ZZLATITUD_GMS_MIN;Incidente_ZZLATITUD_GMS_SEG;Incidente_ZZLONGITUD_GMS_GRAD;Incidente_ZZLONGITUD_GMS_MIN;Incidente_ZZLONGITUD_GMS_SEG;Persona_Responsable;Persona_Rol
VEHICULAR;74170;07/01/2021;17:47:00;LIN 2021-01-07-CVM Ex-GP-Vehiculo pesado encajado-Perfil;"Camión con cisterna se encontraba realizando riego en Locación de nueva PTC al circular por acceso con pendiente se encaja y queda levemente inclinado sobre su lateral derecho. No hubo lesionados ni daños materiales.La unidad pesada fue retirada del lugar con apoyo vial.  ";6;4;X;3: Excepción;;PERFIL SOCIEDAD DE REPONSABILI;;LINDERO ATRAVESADO OCCIDENTAL;;Locación nueva PTC occidental;Camion cisterna;AD755JG; ; ; ;;Otros;VUELCO DE VEHÍCULO;Deficiencia en señalización/delimitación;Seguridad vehicular;Upstream;Neuquen;1;LOC;CONSTRUCCIÓN;NQN-OBRAS & CONSTRUCCIONES;OBRAS & CONSTRUCCIONES;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;6240;16/06/2019;00:30:00;LIN 2019-06-15-INST-D&C-Pérdida en unión roscada-Baker;"Durante operaciones de fractura, Bombeo de etapa 19, se produce un Whash up en salida de bomba 21466, ocasionando la rotura de las fajas TPR por el spray a presión. Se diente la operación de bombeo y se cierra pozo. No se registran lesiones a personas ni afectación al medio ambiente. ";5;5;X;1: Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;Locación pozo ECh-105(h);;;;;;;;; ;Aislamiento de energías;Upstream;Neuquen;1;LOC;PERFORACIÓN & WO;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;COMPLETION;0;0;0;0;0;0;;
INSTALACIONES;1631;21/03/2018;17:55:00;Daños superficial a caño de agua;Camión que transporta productos químicos al realizar maniobra de retroceso en ingreso de locación, tiene contacto con el caño PVC de 6” alimentador de agua dulce a piletas de fractura, provocando fisura y pérdida de agua.;5;5;X;2: No Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;Camino de ingreso a locacion pozo LA-186;;;;;;;;; ;Equipamiento en movimiento;Upstream;Neuquen;1;LOC;PERFORACIÓN & WO;NQN-NA-W;; ;0;0;0;0;0;0;;
INSTALACIONES;6945;31/08/2019;02:40:00;LIN 2019-08-30-INST-D&C-Rotura de codo de chicksan-Baker;Al iniciar bombeo se observa fuga de fluido por Chicksan en bajada de bomba de fractura No. 21466. Se detiene bombeo, cierra boca de pozo y libera presión de líneas. Anula bajada de bomba y desplaza. Se realiza cambio de la pieza (chicksan), realiza prueba de líneas para corroborar hermeticidad y retoma la fractura.;5;4;X;1: Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;Locación pozo ECh106;;;;;;;;; ;Aislamiento de energías;Upstream;Neuquen;1;LOC;PERFORACIÓN & WO;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;COMPLETION;0;0;0;0;0;0;;
INSTALACIONES;175765;16/08/2022;03:00:00;LIN 16-08-2022-SPP-Inst./Equipos-Viento vuelca garita de seguridad-SEI Sacatuc;Vigilador informa que por los fuertes vientos se volcó la garita donde se resguarda, afectando los soportes. Sin daños personales.;5;5;No Laboral;1: Registrable;;SACATUC SRL;;LINDERO ATRAVESADO OCCIDENTAL;;PTC;Garita de Seguridad;;;; ;Lindero Atravesado;;GOLPE POR OBJETO;Viento;No aplica;Upstream;Neuquen;1;LOC;OTROS;NQN-SEGURIDAD PATRIMONIAL;SEGURIDAD PATRIMONIAL;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;747;26/10/2017;15:45:00;Corte de cable en excavación mecanica;Realizando trabajos de zanjeo, para el tendido de la línea de inyección del pozo LA-56, con retropala, el maquinista advierte que contacta un cable de aprox 40 mm de sección. Se detiene la tarea se comunica a personal operativo, se detecta ausencia de tensión;5;5;X;;;;;LINDERO ATRAVESADO OCCIDENTAL;;Punto B, Traza de linea de inyección LA-56;;;;;;;;; ;Excavaciones;Upstream;Neuquen;1;LOC;CONSTRUCCIÓN;NQN-LA-O;;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;219;08/08/2017;19:00:00;Rotura de flowline por parte de tercero;Durante ejecución de trabajos de apertura de calles en el desarrollo privado Bahía de Playas, una máquina de terceros toca el flowline de 4” de diámetro ERFV del pozo LA-86, productor de gas en baja presión. Se activa el rol de llamadas, se cierra pozo y se procede a aislar la línea.;5;5;X;2: No Registrable;; ;;LINDERO ATRAVESADO OCCIDENTAL;;Flow line pozo LA-86;POZO LA-86;;;;?0100000000000011792;Lindero Atravesado;;; ;Aislamiento de energías;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-NA-D;;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;103792;01/07/2021;13:10:00;LIN 2021-07-01-Almacenes-CVM O8 NR-Choque semirremolque contra poste-Don Pedro;Camión/hidrogrúa con semirremolque realiza un giro amplio en donde este último impacta contra el poste de H°A° del cerco perimetral. La base del poste se rompe y queda sujeto por el cerco y el portón de ingreso. Sin heridos.;58;5-8;X;2: No Registrable;;EMPRESA DE TRANSPORTES DON PED;;LINDERO ATRAVESADO OCCIDENTAL;;Entrada a Almacenes;Camión/hidrogrúa (Int. 836);KVA454;570S41T;IVECO; ;;;ATROPELLAMIENTO POR VEHÍCULO;Falta de observación durante la tarea;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-PSC;SUPPLY CHAIN;ALMACENES;0;0;0;0;0;0;;
VEHICULAR;103792;01/07/2021;13:10:00;LIN 2021-07-01-Almacenes-CVM O8 NR-Choque semirremolque contra poste-Don Pedro;Camión/hidrogrúa con semirremolque realiza un giro amplio en donde este último impacta contra el poste de H°A° del cerco perimetral. La base del poste se rompe y queda sujeto por el cerco y el portón de ingreso. Sin heridos.;58;5-8;X;2: No Registrable;;EMPRESA DE TRANSPORTES DON PED;;LINDERO ATRAVESADO OCCIDENTAL;;Entrada a Almacenes;Semirremolque (Int. 1073);OVA801;SRBV2E;SALTO; ;;;ATROPELLAMIENTO POR VEHÍCULO;Falta de observación durante la tarea;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-PSC;SUPPLY CHAIN;ALMACENES;0;0;0;0;0;0;;
VEHICULAR;5519;18/04/2019;18:30:00;LIN 2019-04-18-CVM EX-D&C-Perdida de tracción de UP en pendiente de camino-TSB;Transitando por el camino de Chañar, una unidad de alto vacío de la empresa TSB patina en la pendiente próxima a la ruta lo que provoca que el camión retroceda y se detenga contra el cordón de tierra a un lado del camino, No se registran lesiones personales  ni daños materiales, la unidad es asistida por equipos viales y se retira a su base.;6;6;X;3: Excepción;;;;LINDERO ATRAVESADO OCCIDENTAL;;Camino acceso pozo Chañar;;;;;;;;; ;Seguridad vehicular;Upstream;Neuquen;1;LOC;PERFORACIÓN & WO;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;PERFORACION;0;0;0;0;0;0;;
INSTALACIONES;7062;16/09/2019;05:55:00;LIN 2019-09-16-INST-O&M-Pinchadura linea inyección LA-104-PAE;"En recorrida se detecta pinchadura en la línea de inyección de agua en la salida de la bomba, esta línea inyecta al pozo LA-104. Se procede a aislar la misma.No se registran lesiones personales ni ambientales.";5;5;X;1: Registrable;; ;;LINDERO ATRAVESADO OCCIDENTAL;;PTG Occidental;Linea de inyección LA-104;;;; ;Lindero Atravesado;;; ;Aislamiento de energías;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;PLANTAS DE TRATAMIENTO DE GAS / COMPRESORAS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;6419;03/07/2019;17:35:00;LIN 2019-07-03-INST-GPI-Caida de pileta de carreton en descarga-PLP;"Luego de cargar una de pileta con grúa a un carretón con guinche, este se traslada a la posición de descarga.Una vez en el sitio comienza con la operación de descarga liberando cable y estando la pileta ¾ arriba, se corre sobre la plataforma volcándose de costado. El equipo cuenta con rolos en la parte trasera y media del carretón.No se registran lesiones personales, daños materiales menores.";5;5;X;1: Registrable;Sí;PLP SERVICIOS SRL;;LINDERO ATRAVESADO OCCIDENTAL; ;Locación IPEX ECh101/102;Pileta rectangular 80 m3;;;; ;;;; ;Izajes;Upstream;Neuquen;1;LOC;CONSTRUCCIÓN;NQN-OBRAS & CONSTRUCCIONES;OBRAS & CONSTRUCCIONES;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;6232;15/06/2019;22:08:00;LIN 2019-06-15-INST-O&M-Principio de Incendio en sección de escape MC17-PAE;"Operador detecta principio de incendio en sección de escape de MC 17 en Punto B. En forma inmediata realiza paro de planta y extingue el principio de incendio con matafuego. No se producen lesiones personales ni daños materiales, en el lugar se observa que había restos de trapo en sección de escape.El MC 17 es puesto en marcha nuevamente. ";5;5;X;1: Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;MC 17 Punto B;;;;;;;;; ; ;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;PLANTAS DE TRATAMIENTO DE GAS / COMPRESORAS;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;6362;29/06/2019;17:40:00;LIN 2019-06-29-CVM EX-O&M-Toque de unidades en estacionamiento-MPSA;"Camión liviano (F4000) en maniobra de estacionamiento en reversa toca y daña espejo de unidad similar.NO se registran lesiones personales, daños materiales menores.";6;6;X;3: Excepción;;MANPETROL S.A.;;LINDERO ATRAVESADO OCCIDENTAL;;Estacionamiento Campamento MPSA Occidental;F-4000 Int 669; ; ; ; ;;Colisión lateral;; ;Seguridad vehicular;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-MANTENIMIENTO;MANTENIMIENTO;ELECTRICIDAD / INTRUMENTOS;0;0;0;0;0;0;;
VEHICULAR;6362;29/06/2019;17:40:00;LIN 2019-06-29-CVM EX-O&M-Toque de unidades en estacionamiento-MPSA;"Camión liviano (F4000) en maniobra de estacionamiento en reversa toca y daña espejo de unidad similar.NO se registran lesiones personales, daños materiales menores.";6;6;X;3: Excepción;;MANPETROL S.A.;;LINDERO ATRAVESADO OCCIDENTAL;;Estacionamiento Campamento MPSA Occidental;F-4000 Int 514; ; ; ; ;;Colisión lateral;; ;Seguridad vehicular;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-MANTENIMIENTO;MANTENIMIENTO;ELECTRICIDAD / INTRUMENTOS;0;0;0;0;0;0;;
VEHICULAR;82295;06/03/2021;18:00:00;LIN 2021-03-06-SPATR-CVM Ex-Falla de batería en camioneta patrulla-SEI Sacatuc;Batería de la Patrulla 1 no hizo contacto y no arrancó. Quedó a la espera de la Patrulla 2 para hacer puente.;6;6;X;3: Excepción;;SACATUC SRL;;LINDERO ATRAVESADO OCCIDENTAL;;Camping PAE Lago Mari Menuco;Patrulla 1;OUJ363;Hilux 4x4;Toyota; ;;Mecánico;OTROS; ;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-SEGURIDAD PATRIMONIAL;SEGURIDAD PATRIMONIAL;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;7098;18/09/2019;19:45:00;LIN 2019-09-18-INST-O&M-Reacción quimica en trasvase de producto-Champion;"En tarea de reposionamiento de productos químicos operador de unidad de transporte observa que al iniciar el completamiento del iso contenedor se produce una reacción química generándose espuma dentro del mismo y saliendo en forma de gel por el venteo. Se detuvo de inmediato la tarea.No se registran lesiones personales, se procederá al cambio del recipiente.";5;5;X;1: Registrable;;CHAMPION TECHNOLOGIES DE ARGENT SRL;;LINDERO ATRAVESADO OCCIDENTAL; ;Bateria 1;Skid de inyección de químicos;;;; ;;;; ; ;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-INTEGRIDAD&PROCESOS;INTEGRIDAD & PROCESOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;1792;12/04/2018;16:00:00;Rotura de cañeria de PVC soterrada;En tareas de excavación manual con pala en cercanía a recinto de TK 301 de punto B  personal produce la rotura de cañería de 8 pulgadas (PVC) de drenaje abierto de trincheras de Moto compresores (colecta aceite de bandejas unicamente). No hay lesionados solo daños materiales.;5;5;X;1: Registrable;;ELECTRIFICADORA DEL VALLE SA;;LINDERO ATRAVESADO OCCIDENTAL; ;Punto B, Caño de 8 pulgadas de PVC  de drenaje de aceite de compresores zona tanqu;cañería de 8;;;; ;;;; ;Excavaciones;Upstream;Neuquen;1;LOC;CONSTRUCCIÓN;NQN-OBRAS & CONSTRUCCIONES;OBRAS & CONSTRUCCIONES;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;6905;26/08/2019;14:20:00;LIN 2019-08-26-INST-RRHH-Principio de incendio en baño de trailer-PAE;"Por cortocircuito en extractor de aire colocado en el baño del tráiler enfermería de Occidental actúa llave térmica en el tablero y se produce un principio de incendio en extractor que es sofocado de inmediato.No se registran lesiones personales, daños materiales menores";5;5;X;1: Registrable;;Pan American Energy LLC - Suc. Arge;;LINDERO ATRAVESADO OCCIDENTAL;;Oficinas Occidental - Tráiler Enfermería;Tráiler enfermería  Occidental;;;; ;Lindero Atravesado;;; ; ;Upstream;Neuquen;1;LOC;OTROS;NQN-RECURSOS HUMANOS;RECURSOS HUMANOS;SALUD;0;0;0;0;0;0;;
VEHICULAR;146034;23/02/2022;17:39:00;LIN 2022-02-23-OPC-CVM Ex-Camion con cisterna encajado en barro-TSB;Conductor de camión con cisterna para agua de producción informa que quedó encajado en el camino debido al barro provocado por las intensas lluvias. Solicitó colaboración para el retiro de la unidad.;6;6;X;3: Excepción;;COMPAÑIA TSB S A;;LINDERO ATRAVESADO OCCIDENTAL;;Camino a Punto B;Cisterna agua de producción (Int. 3282);JJW967;STK;TORREGGIANI; ;;;VUELCO DE VEHÍCULO;Perdía de control de vehículo;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;146034;23/02/2022;17:39:00;LIN 2022-02-23-OPC-CVM Ex-Camion con cisterna encajado en barro-TSB;Conductor de camión con cisterna para agua de producción informa que quedó encajado en el camino debido al barro provocado por las intensas lluvias. Solicitó colaboración para el retiro de la unidad.;6;6;X;3: Excepción;;COMPAÑIA TSB S A;;LINDERO ATRAVESADO OCCIDENTAL;;Camino a Punto B;Camión (Int. 1693);AD481BW;CURSOR;IVECO; ;;;VUELCO DE VEHÍCULO;Perdía de control de vehículo;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;2007;06/05/2018;19:00:00;Perdida de gas por unión roscada;Por  perdida en empaquetadura de unión roscada se saca fuera de servicio el equipo de flowback y se cierra el pozo. No se registran lesiones personales.;5;5;X;1: Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;Pozo LA-186;;;;;;;;; ;Aislamiento de energías;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;2502;27/06/2018;16:00:00;Golpe a niple con barquilla;En momentos en que el operario está subido a la barquilla a nivel del piso, esta se balancea y golpea la válvula reguladora produciendo la rotura del niple. Al instante cierra la válvula lateral de producción e inicia el rol de llamadas.;5;5;X;1: Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;Pozo LA-63;;;;;;;;; ;Izajes;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;119036;27/09/2021;03:00:00;LIN 2021-09-27-GPI-Inst-Hundimiento pared de tanque 360a por viento-Chicago;"El sábado 25/09, a las 14 hs se observa condiciones climáticas adversa, fuertes ráfagas de viento en cual se suspendieron las tareas en obra y se retiro todo el personal afectado. 
El día lunes 27/09 cuando se retoman las actividades se verifica que por el viento del sábado a la tarde genero hundimiento en una parte de la pared del tanque 360a. Registrándose solamente daños materiales";5;4;X;1: Registrable;Sí;CHICAGO CONSTRUCCIONES SRL;;LINDERO ATRAVESADO OCCIDENTAL; ;Nueva PTC;Tanque 306 A;;;; ;;;DAÑO A INSTALACIONES NO OPERATIVAS;Viento;No aplica;Upstream;Neuquen;1;LOC;CONSTRUCCIÓN;NQN-OBRAS & CONSTRUCCIONES;OBRAS & CONSTRUCCIONES;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;2289;05/06/2018;21:20:00;Fugas de gas menor en PEM de pozo;"Luego de desafectar el equipo de well testing y en etapa de presurización de la línea se detecta una fuga en la unión bridada aguas abajo del choke, se procede a cerrar el pozo y aislar la brida para retorqueo, no se registran lesiones personales ni daños materiales. Después del ajuste se abre el pozo a producción normalmente.";5;5;X;1: Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;Pozo LA-187;;;;;;;;; ; ;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;73887;29/12/2020;22:00:00;LIN 2020-12-29-Inst-O&M-Desprendimiento de chapas de galpón Punto B-PAE;Durante recorrida operador de planta detecta desprendimiento de chapas de techo de galpo de Sala compresora de Punto b debido a fuertes vientos.;5;4;X;1: Registrable;;PAN AMERICAN ENERGY, S.L., SUC. ARG;;LINDERO ATRAVESADO OCCIDENTAL;;Punto B;EDIFICIO PUNTO B;;;;?0100000000000010769;Lindero Atravesado;;DAÑOS A INSTALACIÓN;Falta de fijación de componentes estruc.;Caída de objetos;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;PLANTAS DE TRATAMIENTO DE GAS / COMPRESORAS;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;180299;01/09/2022;13:00:00;LIN 2022-09-01-OPC-CVM Ex-Pinchadura de neumáticos de cisterna-Crexell;Conductor de camión con cisterna de agua de producción se percata que posee dos neumáticos de la cisterna pinchados. Procede a descargar en Bateria ECh. 3 y regresa a la IPEX LA-402 a esperar directivas y remplazo de cubiertas.;6;6;X;3: Excepción;;TRANSPORTES CREXELL SA;;LINDERO ATRAVESADO OCCIDENTAL;;Batería ECh. 3;Cisterna Agua de Producción (Int. S-131);OAD020;STK;Torreggiani; ;;Otros;VUELCO DE VEHÍCULO;Otros;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;180299;01/09/2022;13:00:00;LIN 2022-09-01-OPC-CVM Ex-Pinchadura de neumáticos de cisterna-Crexell;Conductor de camión con cisterna de agua de producción se percata que posee dos neumáticos de la cisterna pinchados. Procede a descargar en Bateria ECh. 3 y regresa a la IPEX LA-402 a esperar directivas y remplazo de cubiertas.;6;6;X;3: Excepción;;TRANSPORTES CREXELL SA;Vinculado a la cisterna damnificada;LINDERO ATRAVESADO OCCIDENTAL;;Batería ECh. 3;Camión 6x2 (Int. T-125);AA436DK;FM 420;VOLVO; ;;;VUELCO DE VEHÍCULO;Otros;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;7056;15/09/2019;02:50:00;LIN 2019-09-14-CVM EX-O&M-Atropello de animal en ruta-TSB;Camión cisterna circula con carga peligrosa y atropella un caballo. Chofer sin lesiones. Camión con daños materiales que permiten circular normalmente.;6;6;X;3: Excepción;;COMPAÑIA TSB S A;;LINDERO ATRAVESADO OCCIDENTAL;;Ruta Prov 51 km27;Camion Iveco dominio AD481BW;AD481BW; ; ; ;;Atropello de animal;; ;Seguridad vehicular;Upstream;Neuquen;1;LOC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;PLANTA DE TRATAMIENTO DE CRUDO / TRATAMIENTPO DE AGUA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;7097;18/09/2019;17:30:00;LIN 2019-09-18-CVM EX-IS&PC-Colision contra guardarrail en puesto de control-TSB;"Unidad pesada con carretón ingresa por puesto de control para poder girar en rotonda y quedar en sentido de salida hacia la ruta al momento de pasar por el puesto con el carretón toca el guardrail de protección doblando el mismo.No se registran lesiones personales, solo daños materiales";6;6;X;3: Excepción;;COMPAÑIA TSB S A;;LINDERO ATRAVESADO OCCIDENTAL;;Puesto de control de acceso Occidental;Guadrail de proteccion;;;; ;Lindero Atravesado;;; ;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;4211;12/12/2018;22:30:00;LIN 2018-12-12-INST-D&C-Apoyo de semi en suelo por ceder patas-TSB;Luego de finalizar operación se desafecta unidad cisterna, el chofer decide dejar tanque en locación, luego de desenganchar el semi las patas ceden apoyándose la misma en el suelo. No se registran lesiones personales, solo daños materiales;5;5;X;1: Registrable;Sí;COMPAÑIA TSB S A;;LINDERO ATRAVESADO OCCIDENTAL; ;Locación pozo ECha.x-102;Semirremolque cisterna;;;; ;;;; ; ;Upstream;Neuquen;1;LOC;PERFORACIÓN & WO;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;COMPLETION;0;0;0;0;0;0;;
INSTALACIONES;174681;05/08/2022;12:15:00;LIN 2022-08-05-SPP-Inst./Equipos-Cortocircuito en carkit de camioneta-Sacatuc;Vigilador de la Patrulla 1 (Toyota Hilux 4x4 - Dom. AE768OL) informa que al conectar el radio tetra en el carkit, observa que comienza a salir humo y que se le apaga el motor a la camioneta. Evidencia que en el lugar de conexión se ha producido un cortocircuito, por lo que inmediatamente desconecta el radio tetra.;5;5;X;1: Registrable;;;;LINDERO ATRAVESADO OCCIDENTAL;;PMC (Puesto Mixto de Control);;;;;;;;INCENDIO;Vehículos en mal estado;No aplica;Upstream;Neuquen;1;LOC;OTROS;NQN-SEGURIDAD PATRIMONIAL;SEGURIDAD PATRIMONIAL;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;141922;06/02/2022;23:00:00;LIN 2022-02-06-OPC-CVM Ex-Desperfecto eléctrico en camión-Crexell;Camión con cisterna se dirigia a cargar agua, cuando en un momento dado el conductor nota una falla en la pantalla del camión. Entonces procede a estacionarse al costado del camino y comunicar la falla al Supervisor.;6;6;X;3: Excepción;;TRANSPORTES CREXELL SA;;LINDERO ATRAVESADO OCCIDENTAL;;Camino interno hacia cargadero de agua;Camión (Int. T125);AA436DK;FM 420 6x2;Volvo; ;;;INCENDIO;Vehículos en mal estado;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;141922;06/02/2022;23:00:00;LIN 2022-02-06-OPC-CVM Ex-Desperfecto eléctrico en camión-Crexell;Camión con cisterna se dirigia a cargar agua, cuando en un momento dado el conductor nota una falla en la pantalla del camión. Entonces procede a estacionarse al costado del camino y comunicar la falla al Supervisor.;6;6;X;3: Excepción;;TRANSPORTES CREXELL SA;;LINDERO ATRAVESADO OCCIDENTAL;;Camino interno hacia cargadero de agua;Cisterna para trans. de agua (Int. S46);AA138VZ;SR TL 01;RANDON; ;;;INCENDIO;Vehículos en mal estado;Seguridad vehicular;Upstream;Neuquen;1;LOC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
